course_id,course_name,course_desc,course_category,course_level,start_date,num_weeks,num_learners_registered,num_TAs,nps
551,Data Centric Deep Learning,A trope we often hear is that data is at the heart of deep learning. But how exactly do you manage;improve;and repair deep learning models with data? This course teaches students applied techniques to measure and improve data quality;deep learning infrastructure to do continuous testing and deployment;iterative annotation pipelines;and techniques to respond to distribution shift and adversarial examples. Projects will be grounded in practical challenges spanning computer vision and natural language processing.,Deep Learning,A,2020-10-01 00:04:00,7,86.0,1,65
552,Search with Machine Learning,We have designed this course to cover the fundamentals of integrating machine learning and natural language processing techniques into search engines. We will dive into using machine learning for ranking;content understanding;and query understanding;along with how to use embeddings;dense vectors and deep learning to improve retrieval and ranking.,Machine Learning,A,2021-02-14 19:37:00,5,,2,88
553,MLOps: From Models to Production,Acquire the skills to build effective real-world ML systems (bootstrapping datasets;improving label quality;experimentation;model evaluation;deployment and observability) with hands-on projects. This course will help you bridge the gap between state-of-the-art ML modeling;and building real-world ML systems.,Machine Learning,B,2017-03-14 02:15:00,4,24.0,1,85
554,People Analytics Jumpstart,Become a Qualified People Analytics Pro in 4 Weeks You will learn the techniques and tools you need to win roles in People Analytics;define the function for your organization;and stand out as a top analyst and HR specialist. This course focuses on the real-world day-to-day practice of analytics in modern;millennial-heavy workplaces.,Data Science,B,2018-07-22 19:54:00,3,,1,75
555,Search with Machine Learning,We have designed this course to cover the fundamentals of integrating machine learning and natural language processing techniques into search engines. We will dive into using machine learning for ranking;content understanding;and query understanding;along with how to use embeddings;dense vectors and deep learning to improve retrieval and ranking.,Machine Learning,A,2023-04-03 23:52:00,7,109.0,3,78
556,FREE Weekend Buildathon: NLP,DIY weekend project - FREE 48hr workshop to build a NLP project from scratch as the perfect way to learn a core NLP building block - word embeddings.,Language Processing,B,2021-10-23 23:28:00,4,185.0,3,75
557,People Analytics Jumpstart,Become a Qualified People Analytics Pro in 4 Weeks You will learn the techniques and tools you need to win roles in People Analytics;define the function for your organization;and stand out as a top analyst and HR specialist. This course focuses on the real-world day-to-day practice of analytics in modern;millennial-heavy workplaces.,Data Science,B,2018-11-13 12:41:00,5,53.0,2,78
558,Advanced SQL,Over these four weeks;you will learn the advanced SQL kills necessary to dive into real datasets with confidence. We will clean up messy and nested data;learn about EAV schemas and pivots;and dive deep into advanced window functions. We will also cover performance;advanced joins;and other complex SQL patterns to optimize queries.,Data Engineering,A,2018-05-08 10:29:00,8,42.0,2,83
559,Intro to SQL,This course provides an introduction to SQL;a programming language that will unleash your ability to explore data. We will cover all the fundamentals of SQL;and you will leave knowing how to issue SQL queries and interact with databases;as well as  how to translate English queries to SQL correctly and quickly. We will approach SQL in a hands-on manner with real-life examples and we will build complexity in our SQL queries week over week. ,Data Engineering,B,2023-04-20 16:32:00,6,177.0,1,61
560,Real Time Machine Learning,Stream processing enables companies in every industry to drive intelligence and action in real-time by processing data as it comes in from sources such as IoT devices;customer interactions and order transactions;social media;etc.  Use cases for stream processing can broadly be categorized into four areas: streaming analytics;monitoring;leaderboard;and real-time predictions.  This course will cover stream processing paradigm;and streaming processing system architecture. Each week;students will build stream processing applications using widely adopted stream processing technologies;such as Apache Kafka;Apache Spark and Apache Flink.  ,Machine Learning,A,2022-12-21 07:47:00,7,,2,78
561,Python Crash Course,Learn how to write programs in Python! By the end of our time together;you will have programmed decision-making algorithms;photo filters;procedural text generators;and a quiz using object-oriented programming.,Python,B,2022-10-23 05:54:00,8,23.0,1,78
562,Personalized Recommendations at Scale,Recommender systems undertake the challenging work to surface relevant content to users given millions of possible choices. In this course;we provide a holistic overview of Machine Learning modeling choices that go into developing and deploying multi-stage recommenders capable of serving recommendations from hundreds of million content choices to multiple hundred million users. The course goes into algorithmic models that power the various stages of the recommender;including the candidate generator;core ranker;user representation learning modules;and offline and online evaluation modules. The course ends with case studies;lessons;and practical considerations from deployed systems powering over 400 million users.,Machine Learning,A,2023-02-11 21:39:00,2,184.0,2,59
563,Social Media Mining,Collect;analyze;and present insights from social media data — including the Twitter API — while learning concepts of natural language processing and graph analytics.,Language Processing,A,2022-12-19 14:53:00,3,45.0,2,60
564,Web3 Applications & Filecoin/IPFS,This course provides an introduction to building simple DApps on a blockchain with storage on Filecoin/IPFS.  You will finish the course with a mastery of the infrastructure tools used to build Web3 apps;knowledge of how to build a Web3 app that is accessible through the Web2 internet; and will understand how decentralized storage can be used to host files a Web3 app utilizes. We will start with the fundamentals of decentralized storage and then move on to programming for useful applications,Data Engineering,A,2023-02-21 21:25:00,8,46.0,1,82
565,Intro to SQL,This course provides an introduction to SQL;a programming language that will unleash your ability to explore data. We will cover all the fundamentals of SQL;and you will leave knowing how to issue SQL queries and interact with databases;as well as  how to translate English queries to SQL correctly and quickly. We will approach SQL in a hands-on manner with real-life examples and we will build complexity in our SQL queries week over week. ,Data Engineering,B,2016-08-24 03:09:00,6,171.0,4,60
566,Spoken Language Processing,Learn to design and build voice assistant or voice cloning systems;using available APIs and adjustable pre-trained models;as well as creating them from scratch in PyTorch. You will learn solid audio processing fundamentals combined with the most important advances in automatic speech recognition and speech synthesis methods.,Language Processing,A,2019-08-13 21:35:00,4,53.0,2,65
567,Intro to SQL,This course provides an introduction to SQL;a programming language that will unleash your ability to explore data. We will cover all the fundamentals of SQL;and you will leave knowing how to issue SQL queries and interact with databases;as well as  how to translate English queries to SQL correctly and quickly. We will approach SQL in a hands-on manner with real-life examples and we will build complexity in our SQL queries week over week. ,Data Engineering,B,2022-03-28 10:28:00,3,167.0,2,73
568,Building Computer Vision Applications,This course provides an introduction to machine learning for computer vision with a focus on practical applications relevant to industry teams. In this course;we will “reverse-engineer” a number of applications;such as traffic flow analysis;digital medicine;optical character recognition;and video analytics.,Machine Learning,B,2023-09-21 16:29:00,7,11.0,1,66
569,Spoken Language Processing,Learn to design and build voice assistant or voice cloning systems;using available APIs and adjustable pre-trained models;as well as creating them from scratch in PyTorch. You will learn solid audio processing fundamentals combined with the most important advances in automatic speech recognition and speech synthesis methods.,Language Processing,A,2023-02-19 10:36:00,4,14.0,1,90
570,Applied Machine Learning,Design;build;and debug machine learning models for classification and regression tasks using a variety of datasets with Python (Numpy;Scikit;Pyplot). Learn best practices to plan and execute ML development projects whether large or small.,Machine Learning,B,2021-07-19 11:29:00,6,89.0,1,62
571,Web3 Applications & Filecoin/IPFS,This course provides an introduction to building simple DApps on a blockchain with storage on Filecoin/IPFS.  You will finish the course with a mastery of the infrastructure tools used to build Web3 apps;knowledge of how to build a Web3 app that is accessible through the Web2 internet; and will understand how decentralized storage can be used to host files a Web3 app utilizes. We will start with the fundamentals of decentralized storage and then move on to programming for useful applications,Data Engineering,A,2018-06-13 11:14:00,2,21.0,1,69
572,Real Time Machine Learning,Stream processing enables companies in every industry to drive intelligence and action in real-time by processing data as it comes in from sources such as IoT devices;customer interactions and order transactions;social media;etc.  Use cases for stream processing can broadly be categorized into four areas: streaming analytics;monitoring;leaderboard;and real-time predictions.  This course will cover stream processing paradigm;and streaming processing system architecture. Each week;students will build stream processing applications using widely adopted stream processing technologies;such as Apache Kafka;Apache Spark and Apache Flink.  ,Machine Learning,A,2020-02-29 06:47:00,12,121.0,1,54
573,Fundamentals of Data Modeling,This course provides an introduction to the fundamentals of data modeling for modern data warehouses. We use the Kimball dimensional model to guide us;but that does not mean this class is all theory! We have designed this course so you will learn the theory behind data modeling (normalization / denormalization;star schemas;fact and dimension tables) and you will build actual models using real world data. We will use plain SQL so you can do modeling whether you only have access to SQL or you are using a tool like dbt. By the end of this course;you will have a deep understanding of dimensional modeling;and you will have built one from scratch.,Data Engineering,B,2021-12-31 20:05:00,3,113.0,1,67
574,MLOps: From Models to Production,Acquire the skills to build effective real-world ML systems (bootstrapping datasets;improving label quality;experimentation;model evaluation;deployment and observability) with hands-on projects. This course will help you bridge the gap between state-of-the-art ML modeling;and building real-world ML systems.,Machine Learning,B,2021-11-14 23:19:00,3,41.0,1,80
575,Data Science for Security and Risk,Head of Data at Mati will teach a course on using Data Science to improve Security and Risk ,Data Science,B,2023-01-05 06:16:00,5,146.0,3,69
576,People Analytics Jumpstart,Become a Qualified People Analytics Pro in 4 Weeks You will learn the techniques and tools you need to win roles in People Analytics;define the function for your organization;and stand out as a top analyst and HR specialist. This course focuses on the real-world day-to-day practice of analytics in modern;millennial-heavy workplaces.,Data Science,B,2016-11-11 21:47:00,1,22.0,1,83
577,Data Science for Security and Risk,Head of Data at Mati will teach a course on using Data Science to improve Security and Risk ,Data Science,B,2016-12-27 03:29:00,5,131.0,3,56
578,Natural Language Processing,Build your own auto-compose tool and other projects while learning key NLP concepts such as BERT;entity recognition;intent classification;spacy;and Transformer models powering search engines like Google or voice assistants like Google Home or Amazon Alexa.,Language Processing,B,2019-05-14 18:52:00,2,179.0,3,79
579,Building Computer Vision Applications,This course provides an introduction to machine learning for computer vision with a focus on practical applications relevant to industry teams. In this course;we will “reverse-engineer” a number of applications;such as traffic flow analysis;digital medicine;optical character recognition;and video analytics.,Machine Learning,B,2022-08-24 04:00:00,2,,3,63
580,Data Science Experimental Methods,Learn how to conduct experiments and run A/B tests to effectively measure the impact of product launches and support effective decision making. We will cover topics like multivariate testing;p-value;and how to design experiments correctly for different scenarios.,Data Science,B,2022-04-12 01:38:00,8,,2,74
581,Deep Learning Essentials,Learn the foundations of deep learning and practice with training and implementing neural networks in Pytorch while covering topics including convolutional neural networks (CNNs);transformers;and generative adversarial networks (GANs).,Deep Learning,B,2023-10-14 10:55:00,6,190.0,3,55
582,Data Engineering with Dagster,A well built data platform allows for fast iteration and safe deployments. This course will teach you  how to design;build;and maintain a data platform that supports a wide range of data tasks.You will start by taking a simple data workflow;common to most companies;and deconstructing it to its core components. By the end of the course;you will reimplement the pipeline using modern data frameworks;running in the cloud.,Data Engineering,B,2019-12-21 08:21:00,4,186.0,4,60
583,Spoken Language Processing,Learn to design and build voice assistant or voice cloning systems;using available APIs and adjustable pre-trained models;as well as creating them from scratch in PyTorch. You will learn solid audio processing fundamentals combined with the most important advances in automatic speech recognition and speech synthesis methods.,Language Processing,A,2016-02-07 06:06:00,2,38.0,2,71
584,Python for Data Science,Build projects like computing your own heart rate from an ECG;building a Shazam music identifier clone;and more while learning how to use core python libraries like Numpy;Scipy;Scikit;and Matplotlib.,Machine Learning,B,2023-08-06 06:44:00,2,,4,88
585,Data Centric Deep Learning,A trope we often hear is that data is at the heart of deep learning. But how exactly do you manage;improve;and repair deep learning models with data? This course teaches students applied techniques to measure and improve data quality;deep learning infrastructure to do continuous testing and deployment;iterative annotation pipelines;and techniques to respond to distribution shift and adversarial examples. Projects will be grounded in practical challenges spanning computer vision and natural language processing.,Deep Learning,A,2017-11-06 10:49:00,5,77.0,2,63
586,Social Media Mining,Collect;analyze;and present insights from social media data — including the Twitter API — while learning concepts of natural language processing and graph analytics.,Language Processing,A,2022-10-26 06:29:00,6,183.0,2,83
587,Data Science Experimental Methods,Learn how to conduct experiments and run A/B tests to effectively measure the impact of product launches and support effective decision making. We will cover topics like multivariate testing;p-value;and how to design experiments correctly for different scenarios.,Data Science,B,2022-10-23 08:09:00,1,12.0,1,91
588,FREE Weekend Buildathon: NLP,DIY weekend project - FREE 48hr workshop to build a NLP project from scratch as the perfect way to learn a core NLP building block - word embeddings.,Language Processing,B,2018-11-10 16:41:00,8,169.0,2,73
589,Fundamentals of Data Modeling,This course provides an introduction to the fundamentals of data modeling for modern data warehouses. We use the Kimball dimensional model to guide us;but that does not mean this class is all theory! We have designed this course so you will learn the theory behind data modeling (normalization / denormalization;star schemas;fact and dimension tables) and you will build actual models using real world data. We will use plain SQL so you can do modeling whether you only have access to SQL or you are using a tool like dbt. By the end of this course;you will have a deep understanding of dimensional modeling;and you will have built one from scratch.,Data Engineering,B,2022-07-09 07:48:00,3,,1,74
590,Data Science for Security and Risk,Head of Data at Mati will teach a course on using Data Science to improve Security and Risk ,Data Science,B,2021-07-08 21:28:00,8,117.0,3,75
591,Data Science Experimental Methods,Learn how to conduct experiments and run A/B tests to effectively measure the impact of product launches and support effective decision making. We will cover topics like multivariate testing;p-value;and how to design experiments correctly for different scenarios.,Data Science,B,2017-01-22 04:47:00,1,50.0,1,89
592,Web3 Applications & Filecoin/IPFS,This course provides an introduction to building simple DApps on a blockchain with storage on Filecoin/IPFS.  You will finish the course with a mastery of the infrastructure tools used to build Web3 apps;knowledge of how to build a Web3 app that is accessible through the Web2 internet; and will understand how decentralized storage can be used to host files a Web3 app utilizes. We will start with the fundamentals of decentralized storage and then move on to programming for useful applications,Data Engineering,A,2021-06-05 06:20:00,3,166.0,2,61
593,People Analytics Jumpstart,Become a Qualified People Analytics Pro in 4 Weeks You will learn the techniques and tools you need to win roles in People Analytics;define the function for your organization;and stand out as a top analyst and HR specialist. This course focuses on the real-world day-to-day practice of analytics in modern;millennial-heavy workplaces.,Data Science,B,2023-01-15 05:08:00,3,133.0,3,63
594,Python Crash Course,Learn how to write programs in Python! By the end of our time together;you will have programmed decision-making algorithms;photo filters;procedural text generators;and a quiz using object-oriented programming.,Python,B,2016-05-14 07:57:00,5,177.0,2,72
595,Intro to SQL,This course provides an introduction to SQL;a programming language that will unleash your ability to explore data. We will cover all the fundamentals of SQL;and you will leave knowing how to issue SQL queries and interact with databases;as well as  how to translate English queries to SQL correctly and quickly. We will approach SQL in a hands-on manner with real-life examples and we will build complexity in our SQL queries week over week. ,Data Engineering,B,2021-12-12 20:50:00,4,181.0,4,66
596,Analytics Engineering with dbt,Learn the modern analytics stack and best practices as an analytics engineer by using dbt with e-commerce data. Build data models to address real-world strategic questions.,Data Engineering,B,2021-08-09 02:16:00,2,120.0,3,67
597,Fundamentals of Data Modeling,This course provides an introduction to the fundamentals of data modeling for modern data warehouses. We use the Kimball dimensional model to guide us;but that does not mean this class is all theory! We have designed this course so you will learn the theory behind data modeling (normalization / denormalization;star schemas;fact and dimension tables) and you will build actual models using real world data. We will use plain SQL so you can do modeling whether you only have access to SQL or you are using a tool like dbt. By the end of this course;you will have a deep understanding of dimensional modeling;and you will have built one from scratch.,Data Engineering,B,2021-04-23 08:41:00,7,48.0,2,67
598,Spoken Language Processing,Learn to design and build voice assistant or voice cloning systems;using available APIs and adjustable pre-trained models;as well as creating them from scratch in PyTorch. You will learn solid audio processing fundamentals combined with the most important advances in automatic speech recognition and speech synthesis methods.,Language Processing,A,2021-02-23 00:15:00,3,139.0,3,77
599,Advanced SQL,Over these four weeks;you will learn the advanced SQL kills necessary to dive into real datasets with confidence. We will clean up messy and nested data;learn about EAV schemas and pivots;and dive deep into advanced window functions. We will also cover performance;advanced joins;and other complex SQL patterns to optimize queries.,Data Engineering,A,2016-08-06 18:09:00,8,92.0,1,68
600,Deep Learning Essentials,Learn the foundations of deep learning and practice with training and implementing neural networks in Pytorch while covering topics including convolutional neural networks (CNNs);transformers;and generative adversarial networks (GANs).,Deep Learning,B,2017-10-12 17:58:00,7,113.0,3,52
601,Python Crash Course,Learn how to write programs in Python! By the end of our time together;you will have programmed decision-making algorithms;photo filters;procedural text generators;and a quiz using object-oriented programming.,Python,B,2022-05-30 06:50:00,8,32.0,2,64
602,Data Science Experimental Methods,Learn how to conduct experiments and run A/B tests to effectively measure the impact of product launches and support effective decision making. We will cover topics like multivariate testing;p-value;and how to design experiments correctly for different scenarios.,Data Science,B,2023-11-05 12:27:00,1,36.0,1,61
603,Data Engineering with Dagster,A well built data platform allows for fast iteration and safe deployments. This course will teach you  how to design;build;and maintain a data platform that supports a wide range of data tasks.You will start by taking a simple data workflow;common to most companies;and deconstructing it to its core components. By the end of the course;you will reimplement the pipeline using modern data frameworks;running in the cloud.,Data Engineering,B,2016-01-01 11:55:00,2,,4,80
604,Deep Learning Essentials,Learn the foundations of deep learning and practice with training and implementing neural networks in Pytorch while covering topics including convolutional neural networks (CNNs);transformers;and generative adversarial networks (GANs).,Deep Learning,B,2020-07-01 03:15:00,12,97.0,1,41
605,FREE Weekend Buildathon: NLP,DIY weekend project - FREE 48hr workshop to build a NLP project from scratch as the perfect way to learn a core NLP building block - word embeddings.,Language Processing,B,2020-06-24 18:15:00,16,193.0,1,62
606,Data Science Experimental Methods,Learn how to conduct experiments and run A/B tests to effectively measure the impact of product launches and support effective decision making. We will cover topics like multivariate testing;p-value;and how to design experiments correctly for different scenarios.,Data Science,B,2022-01-27 17:34:00,4,,1,86
607,Data Engineering with Dagster,A well built data platform allows for fast iteration and safe deployments. This course will teach you  how to design;build;and maintain a data platform that supports a wide range of data tasks.You will start by taking a simple data workflow;common to most companies;and deconstructing it to its core components. By the end of the course;you will reimplement the pipeline using modern data frameworks;running in the cloud.,Data Engineering,B,2020-03-05 05:46:00,5,21.0,1,65
608,Data Science Experimental Methods,Learn how to conduct experiments and run A/B tests to effectively measure the impact of product launches and support effective decision making. We will cover topics like multivariate testing;p-value;and how to design experiments correctly for different scenarios.,Data Science,B,2018-01-13 00:48:00,4,58.0,1,77
609,MLOps: From Models to Production,Acquire the skills to build effective real-world ML systems (bootstrapping datasets;improving label quality;experimentation;model evaluation;deployment and observability) with hands-on projects. This course will help you bridge the gap between state-of-the-art ML modeling;and building real-world ML systems.,Machine Learning,B,2019-08-28 11:43:00,4,193.0,2,74
610,Social Media Mining,Collect;analyze;and present insights from social media data — including the Twitter API — while learning concepts of natural language processing and graph analytics.,Language Processing,A,2023-05-31 14:27:00,2,125.0,2,68
611,Python for Data Science,Build projects like computing your own heart rate from an ECG;building a Shazam music identifier clone;and more while learning how to use core python libraries like Numpy;Scipy;Scikit;and Matplotlib.,Machine Learning,B,2023-09-17 09:11:00,1,145.0,3,77
612,Web3 Applications & Filecoin/IPFS,This course provides an introduction to building simple DApps on a blockchain with storage on Filecoin/IPFS.  You will finish the course with a mastery of the infrastructure tools used to build Web3 apps;knowledge of how to build a Web3 app that is accessible through the Web2 internet; and will understand how decentralized storage can be used to host files a Web3 app utilizes. We will start with the fundamentals of decentralized storage and then move on to programming for useful applications,Data Engineering,A,2019-11-12 03:03:00,3,187.0,3,73
613,Data Science Experimental Methods,Learn how to conduct experiments and run A/B tests to effectively measure the impact of product launches and support effective decision making. We will cover topics like multivariate testing;p-value;and how to design experiments correctly for different scenarios.,Data Science,B,2019-02-05 23:58:00,6,139.0,3,63
614,Search with Machine Learning,We have designed this course to cover the fundamentals of integrating machine learning and natural language processing techniques into search engines. We will dive into using machine learning for ranking;content understanding;and query understanding;along with how to use embeddings;dense vectors and deep learning to improve retrieval and ranking.,Machine Learning,A,2019-03-08 13:49:00,6,85.0,2,64
615,Building Computer Vision Applications,This course provides an introduction to machine learning for computer vision with a focus on practical applications relevant to industry teams. In this course;we will “reverse-engineer” a number of applications;such as traffic flow analysis;digital medicine;optical character recognition;and video analytics.,Machine Learning,B,2020-10-26 13:49:00,9,189.0,1,50
616,MLOps: From Models to Production,Acquire the skills to build effective real-world ML systems (bootstrapping datasets;improving label quality;experimentation;model evaluation;deployment and observability) with hands-on projects. This course will help you bridge the gap between state-of-the-art ML modeling;and building real-world ML systems.,Machine Learning,B,2020-12-28 19:37:00,8,185.0,1,61
617,Deep Learning Essentials,Learn the foundations of deep learning and practice with training and implementing neural networks in Pytorch while covering topics including convolutional neural networks (CNNs);transformers;and generative adversarial networks (GANs).,Deep Learning,B,2020-05-04 03:50:00,14,191.0,1,51
618,People Analytics Jumpstart,Become a Qualified People Analytics Pro in 4 Weeks You will learn the techniques and tools you need to win roles in People Analytics;define the function for your organization;and stand out as a top analyst and HR specialist. This course focuses on the real-world day-to-day practice of analytics in modern;millennial-heavy workplaces.,Data Science,B,2021-12-25 06:31:00,5,118.0,3,66
619,Spoken Language Processing,Learn to design and build voice assistant or voice cloning systems;using available APIs and adjustable pre-trained models;as well as creating them from scratch in PyTorch. You will learn solid audio processing fundamentals combined with the most important advances in automatic speech recognition and speech synthesis methods.,Language Processing,A,2019-01-17 21:40:00,1,181.0,1,58
620,Natural Language Processing,Build your own auto-compose tool and other projects while learning key NLP concepts such as BERT;entity recognition;intent classification;spacy;and Transformer models powering search engines like Google or voice assistants like Google Home or Amazon Alexa.,Language Processing,B,2021-06-19 20:47:00,3,25.0,1,79
621,Intro to SQL,This course provides an introduction to SQL;a programming language that will unleash your ability to explore data. We will cover all the fundamentals of SQL;and you will leave knowing how to issue SQL queries and interact with databases;as well as  how to translate English queries to SQL correctly and quickly. We will approach SQL in a hands-on manner with real-life examples and we will build complexity in our SQL queries week over week. ,Data Engineering,B,2020-04-30 07:18:00,10,125.0,1,67
622,Data Science for Security and Risk,Head of Data at Mati will teach a course on using Data Science to improve Security and Risk ,Data Science,B,2017-11-25 06:06:00,5,187.0,3,79
623,Data Science for Security and Risk,Head of Data at Mati will teach a course on using Data Science to improve Security and Risk ,Data Science,B,2019-05-02 04:57:00,6,,1,73
624,MLOps: From Models to Production,Acquire the skills to build effective real-world ML systems (bootstrapping datasets;improving label quality;experimentation;model evaluation;deployment and observability) with hands-on projects. This course will help you bridge the gap between state-of-the-art ML modeling;and building real-world ML systems.,Machine Learning,B,2020-12-18 06:44:00,14,67.0,1,62
625,Real Time Machine Learning,Stream processing enables companies in every industry to drive intelligence and action in real-time by processing data as it comes in from sources such as IoT devices;customer interactions and order transactions;social media;etc.  Use cases for stream processing can broadly be categorized into four areas: streaming analytics;monitoring;leaderboard;and real-time predictions.  This course will cover stream processing paradigm;and streaming processing system architecture. Each week;students will build stream processing applications using widely adopted stream processing technologies;such as Apache Kafka;Apache Spark and Apache Flink.  ,Machine Learning,A,2020-10-29 02:19:00,6,85.0,1,71
626,Advanced SQL,Over these four weeks;you will learn the advanced SQL kills necessary to dive into real datasets with confidence. We will clean up messy and nested data;learn about EAV schemas and pivots;and dive deep into advanced window functions. We will also cover performance;advanced joins;and other complex SQL patterns to optimize queries.,Data Engineering,A,2021-11-17 21:38:00,2,106.0,1,58
627,Search with Machine Learning,We have designed this course to cover the fundamentals of integrating machine learning and natural language processing techniques into search engines. We will dive into using machine learning for ranking;content understanding;and query understanding;along with how to use embeddings;dense vectors and deep learning to improve retrieval and ranking.,Machine Learning,A,2017-01-15 01:19:00,5,11.0,1,92
628,Social Media Mining,Collect;analyze;and present insights from social media data — including the Twitter API — while learning concepts of natural language processing and graph analytics.,Language Processing,A,2017-03-25 02:55:00,6,,1,89
629,Personalized Recommendations at Scale,Recommender systems undertake the challenging work to surface relevant content to users given millions of possible choices. In this course;we provide a holistic overview of Machine Learning modeling choices that go into developing and deploying multi-stage recommenders capable of serving recommendations from hundreds of million content choices to multiple hundred million users. The course goes into algorithmic models that power the various stages of the recommender;including the candidate generator;core ranker;user representation learning modules;and offline and online evaluation modules. The course ends with case studies;lessons;and practical considerations from deployed systems powering over 400 million users.,Machine Learning,A,2022-04-27 02:40:00,6,28.0,1,80
630,Applied Machine Learning,Design;build;and debug machine learning models for classification and regression tasks using a variety of datasets with Python (Numpy;Scikit;Pyplot). Learn best practices to plan and execute ML development projects whether large or small.,Machine Learning,B,2023-08-28 07:37:00,2,139.0,1,77
631,Data Science for Security and Risk,Head of Data at Mati will teach a course on using Data Science to improve Security and Risk ,Data Science,B,2016-09-25 15:58:00,4,64.0,2,60
632,Natural Language Processing,Build your own auto-compose tool and other projects while learning key NLP concepts such as BERT;entity recognition;intent classification;spacy;and Transformer models powering search engines like Google or voice assistants like Google Home or Amazon Alexa.,Language Processing,B,2017-09-30 07:08:00,8,153.0,4,70
633,Data Science Experimental Methods,Learn how to conduct experiments and run A/B tests to effectively measure the impact of product launches and support effective decision making. We will cover topics like multivariate testing;p-value;and how to design experiments correctly for different scenarios.,Data Science,B,2021-05-08 15:18:00,8,71.0,2,69
634,Social Media Mining,Collect;analyze;and present insights from social media data — including the Twitter API — while learning concepts of natural language processing and graph analytics.,Language Processing,A,2021-06-17 09:57:00,6,107.0,3,63
635,Search with Machine Learning,We have designed this course to cover the fundamentals of integrating machine learning and natural language processing techniques into search engines. We will dive into using machine learning for ranking;content understanding;and query understanding;along with how to use embeddings;dense vectors and deep learning to improve retrieval and ranking.,Machine Learning,A,2020-04-27 13:45:00,11,16.0,1,86
636,Deep Learning Essentials,Learn the foundations of deep learning and practice with training and implementing neural networks in Pytorch while covering topics including convolutional neural networks (CNNs);transformers;and generative adversarial networks (GANs).,Deep Learning,B,2019-07-25 22:00:00,1,85.0,3,66
637,Deep Learning Essentials,Learn the foundations of deep learning and practice with training and implementing neural networks in Pytorch while covering topics including convolutional neural networks (CNNs);transformers;and generative adversarial networks (GANs).,Deep Learning,B,2016-08-28 14:44:00,2,52.0,2,84
638,Data Engineering with Dagster,A well built data platform allows for fast iteration and safe deployments. This course will teach you  how to design;build;and maintain a data platform that supports a wide range of data tasks.You will start by taking a simple data workflow;common to most companies;and deconstructing it to its core components. By the end of the course;you will reimplement the pipeline using modern data frameworks;running in the cloud.,Data Engineering,B,2016-01-22 10:05:00,2,63.0,2,84
639,People Analytics Jumpstart,Become a Qualified People Analytics Pro in 4 Weeks You will learn the techniques and tools you need to win roles in People Analytics;define the function for your organization;and stand out as a top analyst and HR specialist. This course focuses on the real-world day-to-day practice of analytics in modern;millennial-heavy workplaces.,Data Science,B,2019-05-24 12:57:00,2,62.0,2,82
640,Data Centric Deep Learning,A trope we often hear is that data is at the heart of deep learning. But how exactly do you manage;improve;and repair deep learning models with data? This course teaches students applied techniques to measure and improve data quality;deep learning infrastructure to do continuous testing and deployment;iterative annotation pipelines;and techniques to respond to distribution shift and adversarial examples. Projects will be grounded in practical challenges spanning computer vision and natural language processing.,Deep Learning,A,2022-07-14 13:20:00,2,185.0,2,64
641,Social Media Mining,Collect;analyze;and present insights from social media data — including the Twitter API — while learning concepts of natural language processing and graph analytics.,Language Processing,A,2016-09-12 17:40:00,1,55.0,2,67
642,Web3 Applications & Filecoin/IPFS,This course provides an introduction to building simple DApps on a blockchain with storage on Filecoin/IPFS.  You will finish the course with a mastery of the infrastructure tools used to build Web3 apps;knowledge of how to build a Web3 app that is accessible through the Web2 internet; and will understand how decentralized storage can be used to host files a Web3 app utilizes. We will start with the fundamentals of decentralized storage and then move on to programming for useful applications,Data Engineering,A,2022-07-28 18:30:00,5,114.0,2,80
643,Building Computer Vision Applications,This course provides an introduction to machine learning for computer vision with a focus on practical applications relevant to industry teams. In this course;we will “reverse-engineer” a number of applications;such as traffic flow analysis;digital medicine;optical character recognition;and video analytics.,Machine Learning,B,2018-07-13 12:48:00,7,182.0,1,50
644,Intro to SQL,This course provides an introduction to SQL;a programming language that will unleash your ability to explore data. We will cover all the fundamentals of SQL;and you will leave knowing how to issue SQL queries and interact with databases;as well as  how to translate English queries to SQL correctly and quickly. We will approach SQL in a hands-on manner with real-life examples and we will build complexity in our SQL queries week over week. ,Data Engineering,B,2021-12-19 16:02:00,1,189.0,4,71
645,Data Science Experimental Methods,Learn how to conduct experiments and run A/B tests to effectively measure the impact of product launches and support effective decision making. We will cover topics like multivariate testing;p-value;and how to design experiments correctly for different scenarios.,Data Science,B,2018-04-26 21:40:00,5,165.0,1,74
646,Data Science for Security and Risk,Head of Data at Mati will teach a course on using Data Science to improve Security and Risk ,Data Science,B,2019-02-28 12:30:00,1,131.0,1,67
647,Real Time Machine Learning,Stream processing enables companies in every industry to drive intelligence and action in real-time by processing data as it comes in from sources such as IoT devices;customer interactions and order transactions;social media;etc.  Use cases for stream processing can broadly be categorized into four areas: streaming analytics;monitoring;leaderboard;and real-time predictions.  This course will cover stream processing paradigm;and streaming processing system architecture. Each week;students will build stream processing applications using widely adopted stream processing technologies;such as Apache Kafka;Apache Spark and Apache Flink.  ,Machine Learning,A,2019-02-16 11:31:00,5,172.0,1,81
